News ID	topic_name
N44414	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N34353	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N2142	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N35085	
N4111	
N43372	
N6139	
N62703	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N24834	man, police, robbery, robbed, men, armed, jewelry, arrested, store, suspects
N57321	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N11305	
N20726	
N4372	mexico, mexican, mormon, massacre, cartel, ambush, family, drug, northern mexico, children
N60262	
N62542	
N53582	
N1612	
N15447	
N19106	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N14167	
N18894	
N36508	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N48527	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N7495	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N21876	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N6932	
N2938	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N60791	
N5179	
N57093	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N53076	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N54497	
N59962	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N25488	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N53892	
N33087	
N50399	
N14241	
N48234	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N51502	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N51076	
N57516	
N41758	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N54910	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N21627	articles top, local readers, full articles, see headlines, links full, headlines trending, trending among, readers links, among local, heres recent
N58672	
N63395	falcons, saints, falcons vs, atlanta, atlanta falcons, vs saints, crows nest, links buccaneers, web links, eagles
N27824	man, police, robbery, robbed, men, armed, jewelry, arrested, store, suspects
N40935	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N51152	mexico, mexican, mormon, massacre, cartel, ambush, family, drug, northern mexico, children
N41745	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N3319	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N8602	
N4629	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N45139	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N9975	carter, jimmy carter, jimmy, surgery, brain, president jimmy, former president, procedure, relieve, pressure
N57783	
N5569	
N7883	
N29260	carter, jimmy carter, jimmy, surgery, brain, president jimmy, former president, procedure, relieve, pressure
N33817	
N43174	
N57637	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N55156	
N62258	
N24912	
N42043	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N22626	
N65227	
N61095	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N1333	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N32857	film, movie, films, joker, irishman, movies, box office, hollywood, martin, opening
N19439	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N39592	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N34927	
N40857	new, million, home, city, project, plan, homes, transportation, housing, building
N22694	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N38046	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N47311	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N43346	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N14034	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N44349	deadline, trade, trade deadline, nfl, nfl trade, could, deals, season, deal, teams
N40765	
N11013	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N5092	
N33966	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N35805	
N5074	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N56011	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N17311	
N21325	man, wife, murder, police, charged, shooting, death, woman, yearold, killing
N1906	
N48645	new, million, home, city, project, plan, homes, transportation, housing, building
N3336	syria, isis, albaghdadi, raid, leader, bakr, abu bakr, abu, bakr albaghdadi, troops
N20798	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N42067	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N40254	zoo, elephant, elephants, panda, bei, zoos, lion, bronx zoo, baby, cub
N9969	
N42183	
N34712	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N21644	
N60596	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N19838	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N48217	
N16496	
N58550	
N3851	
N62537	
N37739	
N57374	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N58835	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N30486	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N49899	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N30182	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N57061	
N26613	
N25634	
N43917	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N2581	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N1554	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N56015	
N42376	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N13695	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N61769	
N22853	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N36540	
N24844	
N12996	
N53135	
N40877	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N56660	
N63156	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N53821	
N21389	
N7629	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N45738	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N5348	
N16266	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N17544	michigan, state, penn, penn state, football, michigan state, minnesota, big ten, wolverines, gophers
N52780	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N17729	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N44676	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N20785	
N23746	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N46817	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N46041	
N48051	bus, school bus, school, bus driver, driver, crash, students, sinkhole, injured, student
N32763	
N16121	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N27569	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N46750	
N31196	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N58872	apartments, curious far, far dollar, dollar goes, heres get, apartments rent, curious, photos amenities, point photos, price point
N5465	
N48388	
N26448	
N45269	
N54418	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N52136	
N14090	
N17676	
N60383	
N49681	
N61822	
N36010	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N55813	
N5461	
N44691	
N53022	
N50857	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N51017	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N41033	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N13727	
N17170	seahawks, seattle, ers, seattle seahawks, francisco ers, san francisco, francisco, san, ravens, win
N46568	
N13308	man, police, robbery, robbed, men, armed, jewelry, arrested, store, suspects
N61984	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N1527	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N63727	
N19349	man, wife, murder, police, charged, shooting, death, woman, yearold, killing
N34481	
N29410	dies, died, bernard, kaiser, tyson, age, bernard tyson, former, permanente, kaiser permanente
N1503	
N22929	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N60175	
N53725	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N30070	new, million, home, city, project, plan, homes, transportation, housing, building
N24658	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N29238	
N16850	
N25586	morales, evo morales, evo, bolivia, protests, bolivian, bolivias, president evo, president, chile
N58787	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N42802	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N25152	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N14737	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N52371	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N14103	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N29088	
N17587	
N44233	
N60996	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N40913	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N15686	
N21559	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N7292	
N32754	carter, jimmy carter, jimmy, surgery, brain, president jimmy, former president, procedure, relieve, pressure
N6906	
N57954	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N25411	
N48423	
N2309	
N24615	mexico, mexican, mormon, massacre, cartel, ambush, family, drug, northern mexico, children
N575	school, teachers, board, schools, school board, students, teacher, education, district, county
N65171	
N6891	
N6274	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N37331	
N63252	
N34905	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N54647	china, trade, us, tariffs, chinese, trade deal, deal, hong, kong, hong kong
N57004	
N41375	
N6226	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N47800	
N10706	
N35154	
N14734	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N9497	injury, surgery, hayward, knee, gordon hayward, ankle, gordon, season, hand, celtics
N45771	carter, jimmy carter, jimmy, surgery, brain, president jimmy, former president, procedure, relieve, pressure
N43585	man, police, robbery, robbed, men, armed, jewelry, arrested, store, suspects
N47255	
N19905	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N52830	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N2666	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N7	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N11405	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N12732	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N58516	
N2851	
N21242	
N60698	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N15032	
N38671	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N55662	
N37725	
N33503	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N21939	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N268	
N50747	
N50777	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N57940	
N54048	
N53895	patriots, new england, england, england patriots, brady, tom, tom brady, gordon, new, josh
N31178	
N17820	
N54669	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N59245	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N40798	
N18813	
N41848	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N12339	
N36136	
N40025	
N42960	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N50635	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N17686	
N22305	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N6738	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N48976	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N46271	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N38473	tornado, dallas, damage, texas, storms, tornadoes, dallas tornado, north dallas, ef, storm
N18868	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N37723	
N64618	
N47050	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N44884	seahawks, seattle, ers, seattle seahawks, francisco ers, san francisco, francisco, san, ravens, win
N9100	music, awards, country, country music, cma, cma awards, tour, band, carrie, underwood
N37585	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N45819	articles top, local readers, full articles, see headlines, links full, headlines trending, trending among, readers links, among local, heres recent
N47020	day sports, november, october, sports, day, november day, october day, news, news briefing, morning news
N62798	
N60384	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N38622	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N54397	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N4461	
N27154	
N36104	
N50659	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N54475	weight, pounds, diet, lose, weight loss, lose weight, lost pounds, foods, exercise, fat
N50785	
N6464	
N19110	
N52679	
N31886	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N1778	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N40230	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N9293	
N19952	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N14004	
N17666	
N62211	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N36077	
N21012	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N36715	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N35223	
N27562	school, teachers, board, schools, school board, students, teacher, education, district, county
N62333	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N16566	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N15906	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N25001	
N47398	
N13904	tornado, dallas, damage, texas, storms, tornadoes, dallas tornado, north dallas, ef, storm
N10309	
N22413	
N32764	
N31748	trailer, trailer trailer, official trailer, official, day neighborhood, beautiful day, trailer beautiful, trailer knives, knives, beautiful
N6711	tornado, dallas, damage, texas, storms, tornadoes, dallas tornado, north dallas, ef, storm
N42284	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N24267	
N62882	
N26920	
N15121	
N32779	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N11519	
N17216	
N17743	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N33174	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N13940	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N23353	
N34294	
N24731	
N56223	
N26528	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N38299	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N53363	articles top, local readers, full articles, see headlines, links full, headlines trending, trending among, readers links, among local, heres recent
N38265	
N52325	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N32459	
N45134	articles top, local readers, full articles, see headlines, links full, headlines trending, trending among, readers links, among local, heres recent
N42798	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N20941	
N61383	
N43253	
N38187	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N52	
N26350	nascar, race, speedway, championship, cup, cup series, hamlin, series, martinsville, nascar cup
N12742	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N34108	
N37884	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N55001	
N37847	
N25941	
N3659	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N50282	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N27657	
N8010	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N49357	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N57782	facebook, zuckerberg, ads, mark zuckerberg, political, political ads, ad, false, facebooks, politicians
N33789	
N2876	
N56169	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N36907	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N64803	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N29370	
N44202	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N6231	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N4624	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N59968	
N20748	mayfield, baker, browns, baker mayfield, cleveland, effort long, officiating, cleveland browns, refs, browns loss
N8728	
N35681	
N49208	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N47063	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N25433	nascar, race, speedway, championship, cup, cup series, hamlin, series, martinsville, nascar cup
N43369	
N28349	prince, royal, harry, meghan, prince harry, kate, markle, meghan markle, queen, duchess
N8282	
N11801	teachers, strike, chicago, chicago teachers, teachers strike, teachers union, union, chicago public, cps, public schools
N57195	man, police, robbery, robbed, men, armed, jewelry, arrested, store, suspects
N45998	
N24632	
N56483	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N51155	
N49551	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N8202	
N56201	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N19528	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N10779	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N36634	
N62429	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N61140	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N51049	berlin, berlin wall, wall, germany, german, fall berlin, north pole, cold war, pole, years
N29653	facebook, zuckerberg, ads, mark zuckerberg, political, political ads, ad, false, facebooks, politicians
N51041	
N23687	
N63953	
N13328	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N3329	
N29865	
N42805	
N60971	
N45954	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N36636	
N744	
N15886	
N14134	
N23781	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N27677	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N13692	
N2718	
N21104	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N15441	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N3258	
N16684	
N482	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N27922	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N33946	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N31647	
N48031	
N56085	
N19267	
N64528	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N7167	
N28746	
N11578	
N62705	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N11577	
N42458	deadline, trade, trade deadline, nfl, nfl trade, could, deals, season, deal, teams
N40207	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N45592	
N4052	car, police, stolen, man, vehicle, officers, suspect, carjacking, say, police said
N51813	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N36971	china, trade, us, tariffs, chinese, trade deal, deal, hong, kong, hong kong
N17480	
N13477	
N20575	
N45584	
N58537	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N27230	
N23537	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N16168	
N21177	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N35323	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N51547	china, trade, us, tariffs, chinese, trade deal, deal, hong, kong, hong kong
N39077	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N51998	
N59183	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N51222	
N13594	
N43915	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N34102	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N19652	
N51661	
N27602	
N9839	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N33072	
N52797	
N50599	
N34321	
N30512	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N41308	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N60835	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N19076	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N46472	
N11901	
N48604	
N13485	
N42572	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N8176	
N23783	
N10302	
N58483	
N22266	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N3731	
N55274	
N39881	
N25898	car, police, stolen, man, vehicle, officers, suspect, carjacking, say, police said
N38967	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N7300	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N43720	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N27206	
N56648	
N1090	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N11474	
N34040	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N48472	
N9783	brexit, boris, boris johnson, johnson, uk, european union, minister boris, european, prime minister, brexit deal
N56624	
N14437	
N39542	
N39956	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N17966	
N48807	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N32509	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N1008	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N30386	
N57581	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N48585	
N46528	
N45745	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N29258	
N8285	extension, split, celtics, martin, contract, jaylen, conferences arrowhead, pete, hield, jaylen brown
N55617	new, million, home, city, project, plan, homes, transportation, housing, building
N28838	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N2517	
N57357	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N21891	
N11704	
N29429	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N31565	
N31762	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N45948	
N22697	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N36157	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N17766	new, million, home, city, project, plan, homes, transportation, housing, building
N60106	
N39035	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N56727	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N51350	
N44925	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N44136	
N55228	
N11804	man, wife, murder, police, charged, shooting, death, woman, yearold, killing
N10995	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N12094	
N40337	
N9759	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N6899	extension, split, celtics, martin, contract, jaylen, conferences arrowhead, pete, hield, jaylen brown
N33605	resigns, chief, resigned, superintendent, police, johnson, retirement, beck, interim, retiring
N31785	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N35084	
N45077	
N35347	
N38429	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N11800	
N18518	
N48362	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N35281	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N19806	
N64663	
N43345	syria, turkey, turkish, syrian, erdogan, kurdish, kurds, forces, us, president
N43638	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N1728	
N47458	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N39712	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N30073	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N58222	
N56031	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N56761	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N1001	film, movie, films, joker, irishman, movies, box office, hollywood, martin, opening
N46383	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N43612	
N52333	
N53057	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N4817	
N48967	
N17722	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N32210	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N50244	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N21187	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N53712	
N2506	
N14851	
N52533	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N16278	
N19560	
N6722	
N49335	
N10593	
N61075	
N41746	
N11249	
N48646	
N62224	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N23159	plane, flight, airlines, airport, boeing, pilot, max, air, landing, small plane
N47	
N57173	extension, split, celtics, martin, contract, jaylen, conferences arrowhead, pete, hield, jaylen brown
N18286	
N31048	
N16869	marijuana, medical marijuana, cannabis, medical, recreational, legal, pot, weed, vaping, use
N46739	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N52061	
N43593	dies, died, bernard, kaiser, tyson, age, bernard tyson, former, permanente, kaiser permanente
N56163	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N15605	
N36847	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N2738	brexit, boris, boris johnson, johnson, uk, european union, minister boris, european, prime minister, brexit deal
N25327	
N61943	man, wife, murder, police, charged, shooting, death, woman, yearold, killing
N28801	
N44485	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N25556	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N44800	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N1854	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N30626	colts, broncos, denver broncos, denver, colts news, indianapolis colts, indianapolis, browns, vinatieris, cleveland browns
N5143	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N27501	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
